Plan ID,Rate Effective Date,Rate Expiration Date,Age,Tobacco,Rating Area ID,Individual Rate,Individual Tobacco Rate,Couple,Primary Subscriber and One Dependent,Primary Subscriber and Two Dependents,Primary Subscriber and Three Dependents,Couple and One Dependent,Couple and Two Dependents,Couple and Three Dependents,HIOS Issuer ID,Market Coverage
57125TX0090002,2024-01-01,2024-12-31,0-14,Tobacco User/Non-Tobacco User,Rating Area 23,221.65,221.65,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,0-14,Tobacco User/Non-Tobacco User,Rating Area 3,221.56,221.56,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,15,Tobacco User/Non-Tobacco User,Rating Area 23,241.35,241.35,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,15,Tobacco User/Non-Tobacco User,Rating Area 3,241.25,241.25,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,16,Tobacco User/Non-Tobacco User,Rating Area 23,248.88,248.88,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,16,Tobacco User/Non-Tobacco User,Rating Area 3,248.78,248.78,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,17,Tobacco User/Non-Tobacco User,Rating Area 23,256.42,256.42,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,17,Tobacco User/Non-Tobacco User,Rating Area 3,256.31,256.31,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,18,Tobacco User/Non-Tobacco User,Rating Area 23,264.53,264.53,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,18,Tobacco User/Non-Tobacco User,Rating Area 3,264.42,264.42,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,19,Tobacco User/Non-Tobacco User,Rating Area 23,272.64,272.64,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,19,Tobacco User/Non-Tobacco User,Rating Area 3,272.53,272.53,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,20,Tobacco User/Non-Tobacco User,Rating Area 23,281.04,281.04,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,20,Tobacco User/Non-Tobacco User,Rating Area 3,280.93,280.93,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,21,Tobacco User/Non-Tobacco User,Rating Area 23,289.74,347.68,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,21,Tobacco User/Non-Tobacco User,Rating Area 3,289.62,347.55,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,22,Tobacco User/Non-Tobacco User,Rating Area 23,289.74,347.68,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,22,Tobacco User/Non-Tobacco User,Rating Area 3,289.62,347.55,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,23,Tobacco User/Non-Tobacco User,Rating Area 23,289.74,347.68,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,23,Tobacco User/Non-Tobacco User,Rating Area 3,289.62,347.55,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,24,Tobacco User/Non-Tobacco User,Rating Area 23,289.74,347.68,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,24,Tobacco User/Non-Tobacco User,Rating Area 3,289.62,347.55,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,25,Tobacco User/Non-Tobacco User,Rating Area 23,290.90,349.08,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,25,Tobacco User/Non-Tobacco User,Rating Area 3,290.78,348.94,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,26,Tobacco User/Non-Tobacco User,Rating Area 23,296.69,356.03,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,26,Tobacco User/Non-Tobacco User,Rating Area 3,296.57,355.89,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,27,Tobacco User/Non-Tobacco User,Rating Area 23,303.64,364.37,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,27,Tobacco User/Non-Tobacco User,Rating Area 3,303.52,364.23,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,28,Tobacco User/Non-Tobacco User,Rating Area 23,314.94,377.93,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,28,Tobacco User/Non-Tobacco User,Rating Area 3,314.82,377.78,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,29,Tobacco User/Non-Tobacco User,Rating Area 23,324.22,389.06,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,29,Tobacco User/Non-Tobacco User,Rating Area 3,324.09,388.90,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,30,Tobacco User/Non-Tobacco User,Rating Area 23,328.85,394.62,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,30,Tobacco User/Non-Tobacco User,Rating Area 3,328.72,394.46,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,31,Tobacco User/Non-Tobacco User,Rating Area 23,335.81,402.97,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,31,Tobacco User/Non-Tobacco User,Rating Area 3,335.67,402.80,,,,,,,,57125,Individual
57125TX0090002,2024-01-01,2024-12-31,32,Tobacco User/Non-Tobacco User,Rating Area 23,342.76,411.31,,,,,,,,57125,Individual
