Plan ID,Rate Effective Date,Rate Expiration Date,Age,Tobacco,Rating Area ID,Individual Rate,Individual Tobacco Rate,Couple,Primary Subscriber and One Dependent,Primary Subscriber and Two Dependents,Primary Subscriber and Three Dependents,Couple and One Dependent,Couple and Two Dependents,Couple and Three Dependents,HIOS Issuer ID,Market Coverage
63251TX0010001,2024-01-01,2024-12-31,0-14,No Preference,Rating Area 18,291.09,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,15,No Preference,Rating Area 18,316.96,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,16,No Preference,Rating Area 18,326.86,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,17,No Preference,Rating Area 18,336.75,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,18,No Preference,Rating Area 18,347.41,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,19,No Preference,Rating Area 18,358.06,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,20,No Preference,Rating Area 18,369.09,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,21,No Preference,Rating Area 18,380.51,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,22,No Preference,Rating Area 18,380.51,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,23,No Preference,Rating Area 18,380.51,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,24,No Preference,Rating Area 18,380.51,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,25,No Preference,Rating Area 18,382.03,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,26,No Preference,Rating Area 18,389.64,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,27,No Preference,Rating Area 18,398.77,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,28,No Preference,Rating Area 18,413.61,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,29,No Preference,Rating Area 18,425.79,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,30,No Preference,Rating Area 18,431.88,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,31,No Preference,Rating Area 18,441.01,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,32,No Preference,Rating Area 18,450.14,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,33,No Preference,Rating Area 18,455.85,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,34,No Preference,Rating Area 18,461.94,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,35,No Preference,Rating Area 18,464.98,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,36,No Preference,Rating Area 18,468.03,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,37,No Preference,Rating Area 18,471.07,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,38,No Preference,Rating Area 18,474.12,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,39,No Preference,Rating Area 18,480.20,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,40,No Preference,Rating Area 18,486.29,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,41,No Preference,Rating Area 18,495.42,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,42,No Preference,Rating Area 18,504.18,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,43,No Preference,Rating Area 18,516.35,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,44,No Preference,Rating Area 18,531.57,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,45,No Preference,Rating Area 18,549.46,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,46,No Preference,Rating Area 18,570.76,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,47,No Preference,Rating Area 18,594.74,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,48,No Preference,Rating Area 18,622.13,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,49,No Preference,Rating Area 18,649.15,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,50,No Preference,Rating Area 18,679.59,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,51,No Preference,Rating Area 18,709.65,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,52,No Preference,Rating Area 18,742.76,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,53,No Preference,Rating Area 18,776.24,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,54,No Preference,Rating Area 18,812.39,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,55,No Preference,Rating Area 18,848.54,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,56,No Preference,Rating Area 18,887.73,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,57,No Preference,Rating Area 18,927.30,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,58,No Preference,Rating Area 18,969.54,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,59,No Preference,Rating Area 18,990.47,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,60,No Preference,Rating Area 18,1032.70,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,61,No Preference,Rating Area 18,1069.23,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,62,No Preference,Rating Area 18,1093.20,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,63,No Preference,Rating Area 18,1123.26,,,,,,,,,63251,Individual
63251TX0010001,2024-01-01,2024-12-31,64 and over,No Preference,Rating Area 18,1141.53,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,0-14,No Preference,Rating Area 18,284.54,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,15,No Preference,Rating Area 18,309.83,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,16,No Preference,Rating Area 18,319.50,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,17,No Preference,Rating Area 18,329.17,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,18,No Preference,Rating Area 18,339.59,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,19,No Preference,Rating Area 18,350.00,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,20,No Preference,Rating Area 18,360.79,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,21,No Preference,Rating Area 18,371.95,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,22,No Preference,Rating Area 18,371.95,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,23,No Preference,Rating Area 18,371.95,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,24,No Preference,Rating Area 18,371.95,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,25,No Preference,Rating Area 18,373.43,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,26,No Preference,Rating Area 18,380.87,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,27,No Preference,Rating Area 18,389.80,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,28,No Preference,Rating Area 18,404.31,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,29,No Preference,Rating Area 18,416.21,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,30,No Preference,Rating Area 18,422.16,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,31,No Preference,Rating Area 18,431.09,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,32,No Preference,Rating Area 18,440.01,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,33,No Preference,Rating Area 18,445.59,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,34,No Preference,Rating Area 18,451.54,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,35,No Preference,Rating Area 18,454.52,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,36,No Preference,Rating Area 18,457.49,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,37,No Preference,Rating Area 18,460.47,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,38,No Preference,Rating Area 18,463.45,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,39,No Preference,Rating Area 18,469.40,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,40,No Preference,Rating Area 18,475.35,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,41,No Preference,Rating Area 18,484.27,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,42,No Preference,Rating Area 18,492.83,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,43,No Preference,Rating Area 18,504.73,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,44,No Preference,Rating Area 18,519.61,,,,,,,,,63251,Individual
63251TX0010002,2024-01-01,2024-12-31,45,No Preference,Rating Area 18,537.09,,,,,,,,,63251,Individual
